pH,tds,turbidity,bod,cod,temperature,heavy_metals,intended_reuse,recipe_class,alum_dose,polymer_dose,chlorine_dose,antiscalant_dose
9.0,2497,29,19,174,20,0,Washing,recipe_4,11.95,0.18,1.66,3.15
6.53,1543,183,37,42,32,1,Industrial,recipe_3,49.73,1.63,3.82,3.4
6.1,1482,134,201,30,30,0,Cooling,recipe_2,32.12,1.01,2.52,0.0
5.99,1480,143,165,161,31,1,Construction,recipe_3,46.18,1.79,4.16,4.09
8.01,1120,132,16,354,28,1,Cooling,recipe_3,43.7,1.29,3.48,4.13
5.1,1653,106,341,527,38,1,Industrial,recipe_3,46.75,1.51,4.55,4.75
9.0,2330,44,131,420,36,1,Cooling,recipe_3,50.92,1.38,3.67,3.32
7.71,2582,73,218,483,40,0,Construction,recipe_3,53.77,1.37,3.83,4.57
6.91,1173,118,190,642,31,0,Industrial,recipe_3,41.03,1.38,4.22,3.95
6.13,599,53,339,552,26,0,Industrial,recipe_3,50.57,1.29,3.37,4.4
5.69,1699,50,186,263,25,0,Irrigation,recipe_3,51.59,1.25,4.68,4.21
7.19,2990,87,362,216,37,0,Irrigation,recipe_3,48.82,1.49,3.51,4.59
7.73,2688,5,249,122,27,0,Washing,recipe_3,50.04,1.4,3.9,3.81
6.05,427,111,305,264,16,0,Industrial,recipe_3,45.09,1.61,3.7,3.91
8.24,383,18,398,477,25,1,Industrial,recipe_3,37.04,1.72,4.07,3.3
6.1,1429,162,196,626,32,1,Cooling,recipe_3,46.91,1.59,4.72,4.64
8.23,587,159,74,325,39,0,Washing,recipe_2,29.05,1.0,3.07,0.0
8.0,622,98,392,146,33,1,Industrial,recipe_3,37.91,1.74,3.61,3.26
8.56,1561,174,74,761,32,0,Washing,recipe_3,48.99,1.26,3.73,4.44
7.54,1799,120,219,212,31,1,Irrigation,recipe_3,48.67,1.69,3.68,3.59
5.16,2569,41,317,282,16,1,Industrial,recipe_3,36.2,1.31,3.76,4.66
8.16,2294,170,391,40,16,1,Construction,recipe_3,53.91,1.74,3.83,4.55
6.24,628,198,51,413,33,0,Cooling,recipe_3,38.07,1.42,3.57,4.07
7.61,2653,33,195,230,22,1,Cooling,recipe_3,49.82,1.33,3.29,3.58
6.03,1962,48,171,445,17,0,Cooling,recipe_3,40.54,1.6,3.24,3.3
6.25,2301,62,108,635,34,1,Irrigation,recipe_3,52.38,1.22,3.58,4.37
7.54,1285,184,32,380,21,1,Washing,recipe_3,37.68,1.77,3.82,4.33
5.25,1031,147,188,451,35,0,Irrigation,recipe_3,37.5,1.68,3.23,4.3
6.71,1006,97,82,684,38,1,Washing,recipe_3,45.37,1.3,3.84,3.55
5.23,1532,183,105,630,20,1,Construction,recipe_3,44.13,1.7,4.19,3.83
6.87,1400,186,229,789,37,0,Irrigation,recipe_3,52.73,1.38,3.79,3.7
5.67,1356,181,208,386,29,0,Irrigation,recipe_3,40.02,1.45,3.77,3.82
7.42,1941,156,310,605,39,0,Washing,recipe_3,46.9,1.61,3.39,4.53
7.38,1871,28,33,415,15,1,Construction,recipe_3,47.81,1.49,3.52,3.39
5.14,2988,173,163,799,31,1,Washing,recipe_3,47.0,1.7,3.42,4.44
8.83,201,137,149,374,15,1,Irrigation,recipe_3,49.43,1.74,4.38,4.48
8.88,2745,107,246,479,32,0,Construction,recipe_3,44.8,1.21,3.8,4.46
7.46,1495,154,201,140,24,0,Washing,recipe_3,41.84,1.69,3.97,3.75
8.65,1604,53,215,191,30,0,Irrigation,recipe_3,53.22,1.8,3.8,4.53
5.11,227,21,313,685,34,0,Washing,recipe_3,48.36,1.53,4.34,3.75
5.22,610,118,37,778,29,1,Industrial,recipe_3,45.23,1.73,4.24,4.03
8.29,1358,43,293,531,21,1,Cooling,recipe_3,44.18,1.55,3.33,4.28
8.23,1853,184,320,649,24,0,Industrial,recipe_3,39.33,1.62,4.3,3.53
6.98,2735,134,294,420,20,0,Cooling,recipe_3,39.67,1.28,4.73,3.46
8.4,2633,3,163,174,40,1,Industrial,recipe_3,37.67,1.79,3.96,4.02
7.26,2195,99,399,418,23,1,Washing,recipe_3,37.19,1.73,3.29,4.63
6.62,1998,161,288,379,18,1,Construction,recipe_3,46.59,1.22,3.48,3.97
5.18,342,34,75,349,17,1,Industrial,recipe_3,42.14,1.73,4.22,3.76
8.34,2178,71,245,304,30,0,Washing,recipe_3,48.87,1.37,4.73,3.79
5.2,794,38,87,185,31,1,Irrigation,recipe_3,40.86,1.22,3.37,3.49
7.79,754,126,311,87,36,0,Irrigation,recipe_4,9.83,0.22,1.66,3.02
8.67,1445,95,197,594,28,1,Cooling,recipe_3,38.85,1.49,4.06,3.64
6.56,2949,95,43,616,34,0,Industrial,recipe_3,45.62,1.53,3.73,4.28
8.34,2107,159,95,520,22,1,Washing,recipe_3,49.27,1.49,4.43,3.92
8.62,570,159,201,756,30,0,Cooling,recipe_3,44.65,1.4,3.44,4.03
7.45,2653,82,271,501,23,0,Irrigation,recipe_3,50.76,1.26,3.5,3.51
6.15,225,134,211,450,19,0,Cooling,recipe_3,53.58,1.63,3.39,3.9
6.5,2523,2,122,753,34,1,Washing,recipe_3,53.99,1.25,4.48,4.04
6.68,1170,62,198,246,36,1,Cooling,recipe_3,37.1,1.72,4.37,4.69
6.34,1946,36,275,483,18,0,Cooling,recipe_3,46.55,1.5,4.55,4.72
8.53,2202,83,343,512,28,0,Construction,recipe_3,38.24,1.46,4.07,4.23
7.63,2783,34,397,760,21,0,Industrial,recipe_3,52.22,1.61,3.27,4.77
5.05,1540,47,264,34,31,1,Cooling,recipe_3,52.81,1.41,4.77,4.18
5.03,548,111,337,267,30,0,Industrial,recipe_3,48.97,1.76,3.51,4.05
8.99,351,6,301,48,21,1,Cooling,recipe_3,47.32,1.29,4.71,4.58
8.59,1137,130,69,52,15,0,Construction,recipe_4,9.73,0.19,2.36,2.72
6.24,2876,143,262,397,32,1,Industrial,recipe_3,51.69,1.72,4.21,3.83
8.35,457,131,96,535,40,0,Industrial,recipe_3,49.08,1.58,4.09,4.19
7.07,683,94,178,365,31,0,Construction,recipe_2,36.36,1.02,3.1,0.0
7.77,677,24,59,736,32,1,Construction,recipe_3,39.89,1.26,4.42,4.18
5.65,1978,132,147,460,19,0,Irrigation,recipe_3,37.63,1.56,3.76,3.99
7.12,2759,44,365,414,20,1,Industrial,recipe_3,43.74,1.74,3.37,4.26
7.75,843,97,358,682,18,0,Construction,recipe_3,41.15,1.33,3.77,3.88
8.01,2316,18,29,256,17,1,Industrial,recipe_3,51.98,1.39,4.45,3.44
6.32,550,10,280,509,20,1,Irrigation,recipe_3,37.39,1.37,4.67,3.64
5.3,1657,39,304,750,36,0,Industrial,recipe_3,39.95,1.42,4.37,3.39
8.06,2383,70,81,144,39,0,Industrial,recipe_2,38.29,0.9,3.43,0.0
5.49,250,64,348,441,33,0,Irrigation,recipe_3,42.13,1.49,4.66,4.68
8.29,530,157,325,47,40,1,Washing,recipe_3,36.44,1.4,4.08,4.16
5.44,2468,30,81,37,31,1,Construction,recipe_3,38.95,1.7,4.24,4.45
7.01,2937,95,202,182,31,0,Washing,recipe_3,51.95,1.49,3.84,4.56
6.74,2139,113,156,705,31,1,Construction,recipe_3,45.47,1.44,4.24,3.81
5.29,1203,58,311,486,17,1,Irrigation,recipe_3,44.52,1.32,3.69,4.61
6.97,2958,184,391,543,28,1,Washing,recipe_3,41.93,1.4,3.69,3.98
7.71,2223,181,147,392,32,1,Irrigation,recipe_3,45.7,1.38,4.69,4.32
5.42,2789,29,179,436,34,1,Cooling,recipe_3,53.51,1.77,4.02,4.43
6.55,2867,197,160,323,25,0,Washing,recipe_3,43.91,1.52,4.79,3.96
6.89,431,194,400,273,34,1,Irrigation,recipe_3,50.18,1.68,4.29,4.57
8.7,2591,117,149,641,40,0,Washing,recipe_3,41.64,1.56,3.32,3.45
8.79,1269,141,42,630,16,0,Washing,recipe_3,43.61,1.43,3.99,3.5
6.36,1498,7,338,171,27,1,Cooling,recipe_3,44.54,1.63,3.89,4.06
5.55,1495,137,337,261,26,1,Cooling,recipe_3,37.32,1.72,3.43,3.32
7.94,409,154,239,524,39,0,Cooling,recipe_3,43.64,1.74,4.05,4.28
7.07,557,72,324,551,19,0,Washing,recipe_3,37.9,1.28,4.45,3.76
5.4,497,158,378,796,36,1,Cooling,recipe_3,43.2,1.63,3.72,3.54
7.45,1174,157,209,467,27,0,Construction,recipe_3,51.94,1.72,3.29,4.79
5.07,2142,130,217,130,33,0,Cooling,recipe_3,45.86,1.58,3.4,4.36
8.44,439,39,159,554,29,1,Cooling,recipe_3,50.92,1.56,4.51,3.69
7.26,1107,91,69,136,33,0,Industrial,recipe_4,9.12,0.16,1.84,3.19
6.1,1954,106,271,321,25,0,Washing,recipe_3,37.19,1.38,4.25,3.35
7.3,2513,131,394,105,26,0,Industrial,recipe_3,40.33,1.26,4.35,4.56
8.7,1212,7,371,294,23,0,Cooling,recipe_3,50.4,1.27,3.27,3.84
7.48,1412,78,323,376,16,1,Cooling,recipe_3,40.98,1.33,4.08,3.6
7.6,456,37,63,265,36,1,Washing,recipe_2,37.2,1.07,3.38,0.0
6.43,1970,44,122,321,38,1,Cooling,recipe_3,47.71,1.32,4.8,3.36
8.61,1194,188,287,634,27,1,Industrial,recipe_3,49.17,1.57,4.51,4.43
7.22,1163,93,273,564,33,0,Cooling,recipe_3,49.78,1.51,4.35,3.92
8.54,2632,140,207,710,32,0,Cooling,recipe_3,41.07,1.66,4.13,4.65
8.19,2117,159,309,352,31,0,Industrial,recipe_3,45.74,1.25,3.25,4.42
8.77,2830,136,276,43,29,1,Irrigation,recipe_3,40.78,1.52,3.65,4.65
7.34,887,172,337,369,38,1,Industrial,recipe_3,51.86,1.44,3.92,4.28
5.37,277,37,12,718,37,0,Cooling,recipe_4,10.76,0.23,2.22,2.72
5.46,2984,177,320,122,27,0,Industrial,recipe_3,36.73,1.49,3.88,4.01
5.98,2849,135,94,77,16,0,Irrigation,recipe_3,50.62,1.28,3.33,3.92
8.5,491,10,358,198,18,0,Cooling,recipe_2,31.72,0.82,3.37,0.0
6.72,2754,171,250,394,23,1,Washing,recipe_3,49.78,1.33,4.65,3.49
8.74,1429,57,11,559,27,1,Washing,recipe_3,43.66,1.65,4.06,4.33
8.15,660,115,353,640,28,0,Construction,recipe_3,36.38,1.58,4.4,3.34
8.59,1610,190,375,422,31,1,Irrigation,recipe_3,52.09,1.27,4.64,3.88
6.2,2182,122,256,590,36,1,Cooling,recipe_3,49.15,1.77,4.33,4.35
5.88,405,191,317,217,40,0,Construction,recipe_3,38.59,1.68,4.55,3.61
5.96,2754,101,12,554,25,1,Industrial,recipe_3,52.11,1.32,3.68,4.47
5.79,1978,151,216,136,24,0,Cooling,recipe_3,43.57,1.46,3.72,3.59
6.62,2473,181,12,421,31,0,Industrial,recipe_3,39.07,1.35,4.33,4.57
6.46,1481,11,19,195,18,1,Industrial,recipe_4,10.78,0.18,2.08,2.87
6.19,2641,77,176,705,24,0,Washing,recipe_3,43.04,1.67,3.46,3.92
8.84,1155,66,41,116,33,1,Construction,recipe_3,40.65,1.39,3.28,3.29
5.58,2108,13,33,452,24,1,Construction,recipe_3,41.03,1.47,4.23,4.69
7.99,2837,181,284,640,18,0,Cooling,recipe_3,44.76,1.74,3.52,4.41
5.53,2778,67,135,269,15,1,Industrial,recipe_3,52.2,1.31,4.71,3.81
6.16,1829,191,24,486,35,0,Cooling,recipe_3,49.52,1.57,3.75,3.35
7.54,2311,93,380,370,24,0,Industrial,recipe_3,47.4,1.67,4.43,4.53
6.67,2038,104,365,155,19,0,Irrigation,recipe_3,52.29,1.42,3.42,3.63
5.49,1655,102,88,724,36,1,Cooling,recipe_3,44.68,1.27,3.85,4.61
8.01,2346,46,190,54,25,1,Irrigation,recipe_3,49.66,1.31,3.24,3.53
5.98,2754,12,57,667,30,0,Irrigation,recipe_3,42.53,1.27,4.23,4.26
7.2,2961,175,364,37,30,1,Construction,recipe_3,53.39,1.24,4.39,4.11
5.55,2804,62,85,51,33,0,Construction,recipe_3,38.12,1.23,3.4,4.25
7.22,1297,111,46,267,15,0,Washing,recipe_4,9.02,0.17,2.25,2.65
6.44,425,177,27,548,35,0,Cooling,recipe_4,8.66,0.17,2.36,3.09
7.25,2863,15,179,792,18,1,Construction,recipe_3,47.67,1.58,4.02,3.86
8.93,2269,36,162,557,35,0,Cooling,recipe_3,51.71,1.22,4.56,3.44
7.23,2828,10,110,375,29,0,Industrial,recipe_3,41.38,1.6,4.11,3.47
8.22,1348,54,338,728,19,1,Construction,recipe_3,40.84,1.58,4.58,4.09
6.93,1860,119,250,494,27,1,Construction,recipe_3,42.57,1.48,3.22,3.6
8.78,1598,58,62,683,34,1,Cooling,recipe_3,38.17,1.79,3.83,4.16
8.73,1067,122,203,409,39,1,Industrial,recipe_3,39.05,1.72,4.15,3.45
8.28,2421,43,126,731,23,1,Irrigation,recipe_3,38.1,1.36,4.5,3.72
5.4,1835,52,156,216,25,0,Cooling,recipe_3,38.31,1.69,4.73,3.74
8.32,2282,81,134,473,21,0,Industrial,recipe_3,45.63,1.23,3.39,3.54
7.92,2763,82,283,705,30,1,Cooling,recipe_3,48.52,1.5,3.95,4.55
8.11,1920,132,41,705,17,0,Irrigation,recipe_3,37.34,1.23,3.94,3.47
8.69,2551,48,223,447,29,1,Washing,recipe_3,38.67,1.38,4.05,4.63
5.38,789,86,211,98,26,1,Irrigation,recipe_3,43.73,1.33,4.68,4.54
5.27,958,137,37,502,30,1,Washing,recipe_3,39.99,1.45,3.84,3.43
7.69,1289,176,64,117,26,0,Cooling,recipe_2,32.07,0.99,3.46,0.0
6.13,933,190,365,253,19,1,Washing,recipe_3,47.4,1.74,3.61,3.48
8.19,1342,54,117,634,30,0,Cooling,recipe_3,41.51,1.22,4.34,3.81
5.65,639,186,119,369,23,1,Construction,recipe_3,42.67,1.46,3.51,3.24
8.09,1137,2,134,378,33,1,Irrigation,recipe_3,46.31,1.58,4.51,4.48
7.05,1201,119,377,44,17,1,Construction,recipe_3,49.08,1.68,3.93,3.39
6.38,1839,23,264,727,26,1,Construction,recipe_3,44.39,1.45,3.82,3.33
6.85,1257,27,359,652,20,0,Cooling,recipe_3,48.22,1.75,4.37,4.77
8.09,504,58,338,430,38,0,Construction,recipe_3,49.63,1.69,4.12,4.18
6.7,919,29,164,377,34,1,Washing,recipe_3,36.74,1.39,3.43,4.62
8.05,2469,93,206,327,19,0,Irrigation,recipe_3,49.78,1.67,3.36,3.52
5.24,648,50,128,540,23,1,Construction,recipe_3,52.55,1.26,3.68,4.23
7.0,2447,93,98,489,19,0,Irrigation,recipe_3,42.27,1.75,4.17,4.79
7.31,2867,37,95,707,19,1,Construction,recipe_3,49.87,1.41,4.75,3.81
8.53,904,131,89,284,35,0,Cooling,recipe_2,30.32,1.08,3.41,0.0
6.83,2821,127,71,643,34,0,Construction,recipe_3,39.85,1.24,3.37,4.51
8.29,1720,48,74,140,36,1,Industrial,recipe_3,50.87,1.77,3.67,3.83
5.91,2056,4,332,411,20,0,Construction,recipe_3,37.49,1.67,3.8,4.35
8.17,260,90,91,71,31,0,Industrial,recipe_1,18.76,0.47,1.75,0.0
6.65,1449,107,68,705,33,0,Industrial,recipe_3,40.67,1.76,4.68,3.37
8.49,687,100,222,748,29,0,Washing,recipe_3,41.86,1.71,4.21,3.23
5.41,2290,15,397,743,38,1,Construction,recipe_3,36.02,1.52,3.43,3.97
5.49,2397,157,311,175,39,1,Cooling,recipe_3,38.79,1.33,3.45,3.42
7.45,1009,89,253,314,23,1,Industrial,recipe_3,39.93,1.25,4.23,3.53
8.1,2901,116,382,347,24,1,Washing,recipe_3,41.74,1.32,4.44,3.61
7.06,2989,31,51,448,28,0,Washing,recipe_3,41.41,1.48,3.75,3.63
8.65,316,101,309,413,18,1,Construction,recipe_3,43.08,1.61,4.13,3.99
8.4,1921,168,176,162,21,1,Irrigation,recipe_3,47.14,1.62,4.04,3.85
6.31,1629,172,166,724,36,1,Cooling,recipe_3,42.06,1.32,3.79,3.71
7.89,1796,3,62,742,27,1,Washing,recipe_3,37.6,1.32,4.56,4.38
8.98,833,7,186,216,38,1,Irrigation,recipe_3,43.9,1.37,4.24,3.29
6.43,2507,73,114,300,39,1,Washing,recipe_3,49.15,1.72,4.26,4.42
7.3,1984,29,13,250,16,0,Cooling,recipe_4,11.56,0.17,1.77,2.97
8.52,2279,142,266,739,25,1,Irrigation,recipe_3,40.54,1.38,4.29,3.51
7.35,2078,199,360,794,21,0,Washing,recipe_3,46.56,1.31,3.36,3.27
5.96,1800,199,229,520,29,1,Irrigation,recipe_3,40.71,1.53,3.58,4.25
7.52,1852,92,148,97,19,1,Industrial,recipe_3,49.06,1.31,3.93,4.03
7.8,2191,32,176,196,27,0,Industrial,recipe_2,37.63,0.98,3.38,0.0
6.68,1896,49,133,493,26,0,Washing,recipe_3,37.47,1.23,3.44,3.3
7.78,1473,112,121,123,29,0,Washing,recipe_4,8.23,0.22,2.21,2.81
6.35,1752,133,155,376,40,0,Construction,recipe_3,46.66,1.77,3.98,3.68
8.34,2205,25,236,672,38,1,Industrial,recipe_3,45.28,1.45,4.16,4.47
8.23,2583,41,21,467,19,1,Washing,recipe_3,37.75,1.33,4.38,3.99
6.83,744,128,15,301,30,1,Industrial,recipe_3,51.53,1.51,3.27,3.93
6.03,1222,128,124,89,15,0,Industrial,recipe_2,32.86,0.8,2.56,0.0
8.75,2030,106,176,249,20,0,Industrial,recipe_3,37.29,1.71,4.0,3.96
7.82,2907,28,151,787,23,1,Construction,recipe_3,49.94,1.49,3.27,4.2
8.86,1201,185,45,201,26,1,Cooling,recipe_3,53.62,1.36,4.64,3.23
7.48,2674,189,388,615,32,1,Irrigation,recipe_3,43.92,1.3,3.99,3.72
8.54,494,141,353,115,32,0,Industrial,recipe_3,48.36,1.38,4.6,3.79
7.21,2413,34,105,406,22,0,Industrial,recipe_3,45.8,1.51,3.55,4.67
6.74,372,8,87,618,17,0,Industrial,recipe_4,10.09,0.18,1.6,2.68
5.18,773,47,100,799,26,0,Industrial,recipe_3,53.95,1.78,3.34,3.79
5.93,1778,130,219,173,22,1,Construction,recipe_3,53.71,1.53,4.56,4.8
5.5,670,193,80,210,31,0,Irrigation,recipe_4,11.54,0.2,2.36,2.64
8.08,2649,70,144,166,23,0,Construction,recipe_3,47.99,1.42,3.95,4.15
8.05,1181,117,112,167,29,0,Washing,recipe_4,8.02,0.18,1.9,3.57
6.07,1174,4,213,787,23,1,Irrigation,recipe_3,38.81,1.7,4.16,3.35
5.21,2351,167,346,240,28,1,Irrigation,recipe_3,38.57,1.53,3.77,4.57
6.84,1438,169,169,355,23,0,Washing,recipe_3,42.31,1.46,3.62,3.74
8.08,1806,51,186,704,16,0,Construction,recipe_3,51.65,1.69,4.29,4.71
6.16,1835,69,333,602,22,1,Irrigation,recipe_3,37.01,1.76,4.5,4.16
7.76,2895,62,316,39,30,0,Construction,recipe_3,51.59,1.34,3.8,3.81
5.68,301,194,137,195,20,1,Washing,recipe_3,42.66,1.76,3.91,4.04
8.91,439,106,163,144,37,0,Washing,recipe_2,29.07,1.18,2.67,0.0
6.35,2143,128,342,541,35,0,Cooling,recipe_3,45.54,1.5,3.56,4.3
6.16,817,180,49,741,28,0,Cooling,recipe_3,39.03,1.27,4.8,3.25
5.44,459,184,194,640,39,0,Irrigation,recipe_3,46.93,1.67,4.59,4.47
7.99,1638,21,86,464,26,0,Irrigation,recipe_2,40.84,0.95,3.42,0.0
5.84,2591,4,51,794,16,1,Industrial,recipe_3,53.13,1.43,3.71,4.41
6.96,2985,187,305,441,35,0,Industrial,recipe_3,41.17,1.37,3.66,4.64
6.85,1606,170,116,140,21,1,Construction,recipe_3,36.2,1.7,4.76,3.51
6.8,2522,176,28,759,23,1,Cooling,recipe_3,39.14,1.6,3.65,4.63
6.2,1809,40,24,654,31,0,Washing,recipe_3,38.58,1.75,4.73,3.56
6.47,2908,60,216,306,20,0,Industrial,recipe_3,44.91,1.28,3.68,3.83
6.83,2587,115,241,255,33,1,Irrigation,recipe_3,45.45,1.25,4.62,4.49
5.58,2968,16,169,267,36,1,Industrial,recipe_3,38.58,1.24,3.49,3.89
5.41,1543,80,296,382,17,1,Irrigation,recipe_3,45.38,1.5,4.43,3.88
8.79,2392,72,344,424,28,1,Industrial,recipe_3,40.84,1.26,4.72,3.25
8.89,1893,127,125,279,35,1,Irrigation,recipe_3,38.01,1.73,4.45,3.93
6.51,2572,124,85,633,25,1,Irrigation,recipe_3,38.73,1.67,4.78,4.42
6.25,1780,84,193,535,25,1,Cooling,recipe_3,50.75,1.37,4.34,4.7
5.39,346,132,104,32,28,1,Construction,recipe_3,49.76,1.2,3.92,4.5
5.64,207,109,59,199,36,1,Cooling,recipe_3,40.87,1.62,3.98,3.49
7.24,2413,192,226,63,18,1,Cooling,recipe_3,43.39,1.5,4.26,4.34
6.54,2578,196,160,745,17,0,Washing,recipe_3,53.77,1.68,3.52,4.27
6.87,348,33,316,401,37,1,Irrigation,recipe_3,44.79,1.7,4.7,4.06
8.77,2553,152,138,430,17,0,Cooling,recipe_3,38.29,1.35,4.52,4.55
7.09,1554,131,307,439,17,1,Irrigation,recipe_3,38.78,1.38,3.73,4.58
6.42,1052,102,272,130,30,0,Cooling,recipe_4,11.22,0.21,2.29,2.78
6.26,482,47,237,494,25,1,Irrigation,recipe_3,36.14,1.69,4.36,4.11
7.9,1669,61,225,603,36,1,Construction,recipe_3,38.56,1.71,3.2,4.12
8.98,1985,20,252,386,16,1,Construction,recipe_3,42.63,1.32,3.6,4.28
7.76,2063,35,341,125,36,1,Cooling,recipe_3,41.68,1.61,4.36,3.46
7.17,2692,144,110,763,17,1,Industrial,recipe_3,40.71,1.59,3.25,4.25
5.89,618,184,182,397,30,1,Industrial,recipe_3,48.35,1.71,3.89,4.65
8.58,373,158,153,575,23,1,Washing,recipe_3,49.3,1.45,4.58,4.68
7.05,2558,149,92,65,16,0,Construction,recipe_2,30.64,1.04,2.61,0.0
7.83,812,97,244,60,27,0,Industrial,recipe_2,28.23,1.11,2.54,0.0
5.96,1484,148,291,39,36,1,Irrigation,recipe_3,41.21,1.22,3.92,3.37
7.75,1140,52,92,695,39,0,Industrial,recipe_3,46.3,1.76,4.46,4.05
5.57,2227,193,65,572,39,0,Construction,recipe_3,45.89,1.5,4.31,3.23
5.46,1868,16,221,363,16,1,Construction,recipe_3,49.26,1.29,4.13,4.54
5.2,1927,2,89,562,27,1,Cooling,recipe_3,44.39,1.72,3.42,4.51
5.58,2071,98,157,420,34,0,Construction,recipe_3,43.48,1.4,3.77,4.04
8.12,2271,155,386,37,40,1,Industrial,recipe_3,45.0,1.32,3.26,3.83
6.88,2450,198,315,245,22,1,Industrial,recipe_3,46.32,1.53,3.41,4.28
8.3,383,124,36,152,27,1,Industrial,recipe_3,40.95,1.79,4.0,3.75
8.22,1055,146,345,244,15,0,Industrial,recipe_3,41.81,1.55,4.23,3.99
6.55,2704,80,94,459,32,1,Construction,recipe_3,36.56,1.77,4.55,4.75
8.6,720,29,256,647,36,1,Construction,recipe_3,50.7,1.56,3.84,4.13
5.25,1181,45,293,662,36,0,Irrigation,recipe_3,53.6,1.64,4.34,4.2
7.36,343,19,139,531,38,0,Construction,recipe_2,33.89,0.84,3.47,0.0
5.72,2954,198,364,228,17,0,Cooling,recipe_3,45.12,1.76,3.6,4.11
7.8,2014,179,355,61,38,0,Irrigation,recipe_3,45.52,1.67,4.47,4.05
5.36,1970,82,26,547,32,0,Industrial,recipe_3,43.02,1.69,3.6,3.83
5.18,511,102,131,197,32,0,Irrigation,recipe_2,31.45,0.81,2.66,0.0
6.97,1565,187,325,420,30,0,Industrial,recipe_3,45.17,1.51,3.29,4.13
7.86,2611,57,13,534,20,1,Construction,recipe_3,40.84,1.29,4.41,3.87
6.88,1215,121,90,281,23,1,Construction,recipe_3,47.94,1.62,3.76,3.44
7.62,2236,184,125,163,15,1,Cooling,recipe_3,53.03,1.67,3.54,4.77
7.38,2789,23,197,255,38,1,Washing,recipe_3,47.64,1.68,4.73,3.23
5.14,1301,52,18,484,18,0,Construction,recipe_2,39.99,0.95,3.34,0.0
7.33,1903,112,293,140,37,0,Cooling,recipe_3,39.91,1.21,3.28,3.33
7.86,2781,71,157,694,15,1,Construction,recipe_3,52.33,1.21,3.78,4.19
6.04,768,76,326,308,20,0,Construction,recipe_3,53.08,1.64,3.7,3.3
8.17,1879,67,137,722,33,0,Construction,recipe_3,43.27,1.41,4.56,3.2
5.79,207,146,227,580,34,1,Industrial,recipe_3,36.37,1.79,4.3,4.02
7.89,2947,89,323,388,21,0,Irrigation,recipe_3,39.44,1.32,4.36,4.59
8.98,2454,151,86,50,18,0,Industrial,recipe_3,50.06,1.69,4.37,4.25
8.92,500,93,17,412,35,0,Cooling,recipe_4,10.39,0.22,1.68,2.64
5.5,2041,15,126,77,31,1,Cooling,recipe_3,38.0,1.26,4.04,3.34
6.9,810,7,310,211,16,0,Irrigation,recipe_4,8.93,0.23,1.6,2.54
5.09,508,67,215,243,33,1,Construction,recipe_3,41.73,1.34,4.26,4.02
7.35,2952,164,355,114,38,1,Industrial,recipe_3,47.46,1.3,4.57,4.13
8.95,2349,196,274,287,38,0,Irrigation,recipe_3,37.43,1.63,3.71,3.99
7.58,2721,197,151,757,32,1,Washing,recipe_3,37.57,1.7,4.24,4.33
8.4,1398,75,96,95,29,1,Construction,recipe_3,38.41,1.7,4.58,3.99
5.19,1677,99,355,406,31,1,Industrial,recipe_3,46.71,1.48,4.34,3.32
7.3,2574,155,221,597,20,1,Washing,recipe_3,40.3,1.44,4.23,4.69
7.91,1640,54,369,663,25,0,Industrial,recipe_3,51.13,1.64,4.43,3.59
8.24,1930,94,220,764,31,0,Cooling,recipe_3,48.63,1.65,4.1,4.53
5.18,2398,154,113,65,31,1,Irrigation,recipe_3,40.0,1.23,3.86,3.63
7.87,2650,174,157,178,35,1,Industrial,recipe_3,49.08,1.24,4.51,3.91
7.75,1866,78,225,122,18,0,Cooling,recipe_3,48.23,1.68,4.53,4.35
6.4,860,133,184,793,36,1,Washing,recipe_3,41.25,1.58,3.77,3.56
8.02,2470,19,169,535,15,1,Irrigation,recipe_3,45.75,1.42,3.58,4.22
5.71,1283,143,123,744,25,0,Irrigation,recipe_3,47.03,1.53,3.29,4.43
7.49,1755,126,219,265,26,0,Washing,recipe_3,52.06,1.53,3.3,3.48
7.38,280,55,114,357,16,0,Washing,recipe_2,41.97,1.13,2.54,0.0
6.2,2418,79,78,636,17,1,Industrial,recipe_3,50.79,1.29,3.2,3.73
5.3,2788,83,275,328,30,1,Cooling,recipe_3,44.29,1.61,4.34,4.39
8.55,2159,124,182,448,15,0,Industrial,recipe_3,37.56,1.63,4.13,4.38
8.57,1065,11,239,69,23,1,Construction,recipe_3,44.51,1.4,3.96,3.74
5.44,1746,200,311,226,19,1,Washing,recipe_3,53.28,1.54,3.48,3.2
5.89,779,126,255,481,30,1,Industrial,recipe_3,40.73,1.33,4.59,3.35
8.05,552,54,217,799,29,0,Irrigation,recipe_3,48.88,1.23,3.34,3.81
7.43,2993,58,96,471,19,0,Washing,recipe_3,38.2,1.56,3.28,3.47
6.34,2063,199,301,200,29,0,Construction,recipe_3,50.45,1.8,4.69,4.13
6.06,1791,59,120,349,25,1,Industrial,recipe_3,50.67,1.78,3.77,3.84
7.91,788,163,115,457,23,0,Industrial,recipe_3,37.04,1.47,3.4,3.61
6.35,2975,191,73,125,26,0,Cooling,recipe_3,42.03,1.3,3.62,3.53
5.65,1359,70,305,614,17,1,Washing,recipe_3,39.47,1.65,4.74,4.28
6.2,1408,88,303,462,25,1,Industrial,recipe_3,52.17,1.38,4.29,3.46
